instance_id,task_type,variant_type,lang,repo,original_split,empirical_success_rate,reward_mean,reward_std,difficulty,difficulty_score,train_recommended,n_f2p_effective,n_p2p_effective,prompt_tokens
opencodeinstruct-6066ceb1fa7d,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-9b121d99563f,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-d8008fdcfd68,unittest_function,ut_function,en,,train,0.0,0.25178932768808227,0.0,unsolved_no_signal,10,False,0,0,-1
opencodeinstruct-44de7cdcfc87,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-ed080e3591ca,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-295e41719fa6,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-10198d9df0fa,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-0d3bfce0343e,unittest_function,ut_function,en,,train,0.625,0.7281317138832487,0.37863863601164544,easy,4,True,0,0,-1
opencodeinstruct-e3d0e52e13cf,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-3ff1bfd7b579,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-2e89b187ffef,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-9c144d9c5d79,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-28e80d39ad0d,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-52b16113bf49,unittest_function,ut_function,en,,train,0.125,0.49351878697471113,0.2122542259325637,hard,9,True,0,0,-1
opencodeinstruct-6b852d1c7345,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
kodcode-5ffc31d56636,unittest_pytest,ut_pytest,en,,train,0.375,0.4442082039324994,0.430848827717522,medium,6,True,0,0,-1
kodcode-7c2b10905ef8,unittest_pytest,ut_pytest,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-4dd7ba047709,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
kodcode-062c0c6d0652,unittest_pytest,ut_pytest,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
kodcode-dff04e87e9ba,unittest_pytest,ut_pytest,en,,train,0.0,0.18660254037844387,0.04999999999999999,very_hard,10,True,0,0,-1
kodcode-0adade41dfba,unittest_pytest,ut_pytest,en,,train,0.0,0.13239695482936234,0.0857142857142857,very_hard,10,True,0,0,-1
kodcode-a7d85a1b8376,unittest_pytest,ut_pytest,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
kodcode-4e8588701b6e,unittest_pytest,ut_pytest,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
kodcode-cd6c6ba6d18b,unittest_pytest,ut_pytest,en,,train,0.875,0.941165631459995,0.15566110770037564,very_easy,1,True,0,0,-1
kodcode-6bef352c6133,unittest_pytest,ut_pytest,en,,train,0.0,0.1,0.0,unsolved_no_signal,10,False,0,0,-1
kodcode-5f4c89ef0dca,unittest_pytest,ut_pytest,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
kodcode-67d27a0802e7,unittest_pytest,ut_pytest,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
kodcode-b2028f007b3d,unittest_pytest,ut_pytest,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-3ed813662b88,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
kodcode-c9d625dd6b67,unittest_pytest,ut_pytest,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
kodcode-b13bebd45020,unittest_pytest,ut_pytest,en,,train,0.875,0.8942082039324993,0.27989878314546757,very_easy,1,True,0,0,-1
kodcode-17e53cfd9892,unittest_pytest,ut_pytest,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
kodcode-215bc85f4f1b,unittest_pytest,ut_pytest,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
kodcode-86a42a06cefd,unittest_pytest,ut_pytest,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
kodcode-f38cfeb97d76,unittest_pytest,ut_pytest,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
kodcode-094d835dd2ac,unittest_pytest,ut_pytest,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
kodcode-1dafbc710082,unittest_pytest,ut_pytest,en,,train,0.0,0.5293250516799597,0.0,unsolved_no_signal,10,False,0,0,-1
kodcode-4341c5e9c7c6,unittest_pytest,ut_pytest,en,,train,0.75,0.775,0.3897114317029974,easy,2,True,0,0,-1
kodcode-655faba8b8c3,unittest_pytest,ut_pytest,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
kodcode-e333a355c53c,unittest_pytest,ut_pytest,en,,train,0.625,0.625,0.4841229182759271,easy,4,True,0,0,-1
kodcode-896ebe757772,unittest_pytest,ut_pytest,en,,train,0.625,0.6375,0.4688749833377763,easy,4,True,0,0,-1
kodcode-7bf21c06818a,unittest_pytest,ut_pytest,en,,train,0.125,0.3809740257669732,0.23823669290077945,hard,9,True,0,0,-1
kodcode-f9fdd0ebf2d9,unittest_pytest,ut_pytest,en,,train,0.25,0.5341411006952005,0.2689637609180088,medium,8,True,0,0,-1
kodcode-c12c4b528dab,unittest_pytest,ut_pytest,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-ab5884c143be,unittest_function,ut_function,en,,train,0.0,0.6122889809472775,0.0,unsolved_no_signal,10,False,0,0,-1
ko-native-f73e84a245a8,unittest_function,ut_function,ko,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
ko-native-53e5b2f395ed,unittest_function,ut_function,ko,,train,0.75,0.830258585776127,0.2987011849662653,easy,2,True,0,0,-1
ko-native-9dfe6d85a20d,unittest_function,ut_function,ko,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
rstar-a2abca3562bd,unittest_stdio,ut_stdio,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
rstar-165a570c3f96,unittest_stdio,ut_stdio,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
rstar-da2c83508304,unittest_stdio,ut_stdio,en,,train,0.0,0.14871392896287466,0.12888494142063298,very_hard,10,True,0,0,-1
rstar-c6db64ac44d3,unittest_stdio,ut_stdio,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
rstar-1dd1e64344c7,unittest_stdio,ut_stdio,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
rstar-e7cd0e656338,unittest_stdio,ut_stdio,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
rstar-04bfc4936f4a,unittest_stdio,ut_stdio,en,,train,0.875,0.875,0.33071891388307384,very_easy,1,True,0,0,-1
rstar-040dd7e325a8,unittest_stdio,ut_stdio,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
rstar-17a1b05ca576,unittest_stdio,ut_stdio,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
rstar-aed7bb697708,unittest_stdio,ut_stdio,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
rstar-ee3a1dbb20f0,unittest_stdio,ut_stdio,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
rstar-a8021bd396e2,unittest_stdio,ut_stdio,en,,train,0.75,0.8955143104276514,0.18196986011140834,easy,2,True,0,0,-1
rstar-5d5a9fbcd595,unittest_stdio,ut_stdio,en,,train,0.875,0.875,0.33071891388307384,very_easy,1,True,0,0,-1
opencodeinstruct-81f1f5f420f3,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-e6022f52a3e7,unittest_function,ut_function,en,,train,0.5,0.6095170064139497,0.4168100437786884,easy,5,True,0,0,-1
opencodeinstruct-46d9cf90bc30,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-f17620e685ca,unittest_function,ut_function,en,,train,0.0,0.5910925320140797,0.0,unsolved_no_signal,10,False,0,0,-1
opencodeinstruct-7d1e5e5fcc29,unittest_function,ut_function,en,,train,0.625,0.8546083678552291,0.1876997899915376,easy,4,True,0,0,-1
opencodeinstruct-0d4e315c339f,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-147ca40e9496,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-1cbc292f444e,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-4af0450ce013,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-a000b1f490e1,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-d518185ca2a1,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-96d406428e73,unittest_function,ut_function,en,,train,0.25,0.6933193990105598,0.1770621275364895,medium,8,True,0,0,-1
opencodeinstruct-f029400ef600,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-e2e4dd52ab72,unittest_function,ut_function,en,,train,0.0,0.5172059655123198,0.19548548019209247,very_hard,10,True,0,0,-1
opencodeinstruct-15e3b6b4056e,unittest_function,ut_function,en,,train,0.0,0.21547005383792514,0.0,unsolved_no_signal,10,False,0,0,-1
opencodeinstruct-f37360276d48,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-489a350fd6f8,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-1235d622a751,unittest_function,ut_function,en,,train,0.0,0.1,0.0,unsolved_no_signal,10,False,0,0,-1
opencodeinstruct-06c0e0fc2856,unittest_function,ut_function,en,,train,0.125,0.2125,0.29764702249476643,hard,9,True,0,0,-1
opencodeinstruct-4ea00d82f7bb,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-b31c900edd8d,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-681ac78de3fc,unittest_function,ut_function,en,,train,0.0,0.5629982372193638,0.08727904864147937,very_hard,10,True,0,0,-1
opencodeinstruct-e20c3e0f98a0,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-6b709483fe96,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-f4ce503f899c,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-d4cc96688dc8,unittest_function,ut_function,en,,train,0.0,0.1,0.0,unsolved_no_signal,10,False,0,0,-1
opencodeinstruct-0b5c7555f324,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-db052204cd41,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-7da29d52399c,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
kodcode-6f94ab746254,unittest_pytest,ut_pytest,en,,train,0.625,0.6968621596744545,0.3913492690620402,easy,4,True,0,0,-1
kodcode-71f448dd9020,unittest_pytest,ut_pytest,en,,train,0.75,0.8112139289628747,0.34915486857437783,easy,2,True,0,0,-1
kodcode-2b54b2c9ad3a,unittest_pytest,ut_pytest,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
kodcode-5ed41a19308a,unittest_pytest,ut_pytest,en,,train,0.0,0.507655062517501,0.09327771399455809,very_hard,10,True,0,0,-1
kodcode-87ef4c0eedbd,unittest_pytest,ut_pytest,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
kodcode-5370b6841d9d,unittest_pytest,ut_pytest,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
kodcode-ae8b5caf1b27,unittest_pytest,ut_pytest,en,,train,0.875,0.9198969548293623,0.21193273678048075,very_easy,1,True,0,0,-1
opencodeinstruct-6a7c5d520769,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
kodcode-ef9125bfb41a,unittest_pytest,ut_pytest,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
kodcode-e310393a76a4,unittest_pytest,ut_pytest,en,,train,0.0,0.1,0.0,unsolved_no_signal,10,False,0,0,-1
opencodeinstruct-eb7df01fa0b3,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
kodcode-de4fdd59d4d1,unittest_pytest,ut_pytest,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
kodcode-2912885e10dc,unittest_pytest,ut_pytest,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
kodcode-45e1068eb290,unittest_pytest,ut_pytest,en,,train,0.375,0.47544733192202054,0.4105475623513506,medium,6,True,0,0,-1
kodcode-05c793cb413c,unittest_pytest,ut_pytest,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
kodcode-2c2256b5b985,unittest_pytest,ut_pytest,en,,train,0.5,0.7171418747359006,0.29575199032431077,easy,5,True,0,0,-1
kodcode-4bbaa967b467,unittest_pytest,ut_pytest,en,,train,0.0,0.5293250516799597,0.0,unsolved_no_signal,10,False,0,0,-1
kodcode-f704bcfcae15,unittest_pytest,ut_pytest,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
kodcode-7f85098c11d2,unittest_pytest,ut_pytest,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
kodcode-8f8d0e3a09da,unittest_pytest,ut_pytest,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
kodcode-7321985e44ae,unittest_pytest,ut_pytest,en,,train,0.5,0.6782634418463612,0.3262985853846136,easy,5,True,0,0,-1
kodcode-c0b641fee50f,unittest_pytest,ut_pytest,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-3c1906a8da92,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-0bb790ef6045,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
ko-native-673423547019,unittest_function,ut_function,ko,,train,0.75,0.8566496580927726,0.24829007546568788,easy,2,True,0,0,-1
rstar-4f72b5898525,unittest_stdio,ut_stdio,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
rstar-b93f4b871e8f,unittest_stdio,ut_stdio,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
rstar-760d203a8f4b,unittest_stdio,ut_stdio,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
rstar-f0fedad107c1,unittest_stdio,ut_stdio,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
rstar-55b7ea467dcc,unittest_stdio,ut_stdio,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
rstar-887857348305,unittest_stdio,ut_stdio,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
rstar-7ebcd54bd8f4,unittest_stdio,ut_stdio,en,,train,0.0,0.47213215945706544,0.0,unsolved_no_signal,10,False,0,0,-1
rstar-ba7a81b2072f,unittest_stdio,ut_stdio,en,,train,0.75,0.7939736659610103,0.3588600715496726,easy,2,True,0,0,-1
rstar-9263eae33d3b,unittest_stdio,ut_stdio,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
rstar-3ca45975c6b0,unittest_stdio,ut_stdio,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
rstar-7cad684fc50f,unittest_stdio,ut_stdio,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
rstar-4b4a903f772e,unittest_stdio,ut_stdio,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
rstar-8784cce0be8d,unittest_stdio,ut_stdio,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
rstar-cb05e6fa861e,unittest_stdio,ut_stdio,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
rstar-2ef5d14b45cd,unittest_stdio,ut_stdio,en,,train,0.375,0.5927824984374854,0.31542932036716237,medium,6,True,0,0,-1
rstar-c82d9ea41e49,unittest_stdio,ut_stdio,en,,train,0.0,0.16244912151423152,0.09371445400133008,very_hard,10,True,0,0,-1
rstar-8d16dbf995de,unittest_stdio,ut_stdio,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
rstar-c51f81242664,unittest_stdio,ut_stdio,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
rstar-d308ef7ae00b,unittest_stdio,ut_stdio,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
rstar-31b447daa487,unittest_stdio,ut_stdio,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
rstar-a52a632287a3,unittest_stdio,ut_stdio,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
rstar-6ead8100e972,unittest_stdio,ut_stdio,en,,train,0.0,0.21547005383792514,0.0,unsolved_no_signal,10,False,0,0,-1
rstar-575376ad5928,unittest_stdio,ut_stdio,en,,train,0.125,0.248221725415588,0.2841454793730834,hard,9,True,0,0,-1
rstar-233766dffa37,unittest_stdio,ut_stdio,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
rstar-8c58a9d8dd06,unittest_stdio,ut_stdio,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
rstar-1e53f52c4525,unittest_stdio,ut_stdio,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
rstar-2bf4d7c7b3d2,unittest_stdio,ut_stdio,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
rstar-31950c17b350,unittest_stdio,ut_stdio,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
rstar-c0e9a209f2f1,unittest_stdio,ut_stdio,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-8ca51138caba,unittest_function,ut_function,en,,train,0.25,0.5699489742783178,0.24829007546568788,medium,8,True,0,0,-1
opencodeinstruct-7def4fa5e39e,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-c71d2f214d0f,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-a2804a661576,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-df672e7a43e9,unittest_function,ut_function,en,,train,0.5,0.7557806575272459,0.24421934247275406,easy,5,True,0,0,-1
opencodeinstruct-544bdf544c6e,unittest_function,ut_function,en,,train,0.5,0.5611111111111111,0.4388888888888889,easy,5,True,0,0,-1
opencodeinstruct-9635d0a43591,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-72595e80639a,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-ec636d9df4ed,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-aeeec54f944e,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-e03bfe067450,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-359e68d126ea,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-9cbb017dec63,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-cfb60cffc216,unittest_function,ut_function,en,,train,0.375,0.4474436891104358,0.42813146902830074,medium,6,True,0,0,-1
opencodeinstruct-4072c8f4c122,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-5b12b4aefe8a,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-2d3c82183f4e,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-f64efefd7665,unittest_function,ut_function,en,,train,0.5,0.6839988400745391,0.32827518452374693,easy,5,True,0,0,-1
opencodeinstruct-dee5dcd38192,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-8ac3ad42b4e9,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-01131cfda8bf,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-d32ad028ec0d,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-838f7f92285a,unittest_function,ut_function,en,,train,0.0,0.6122889809472775,0.0,unsolved_no_signal,10,False,0,0,-1
opencodeinstruct-2ac245a52991,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-df0e9bcc768e,unittest_function,ut_function,en,,train,0.875,0.94888656650176,0.13523343369098134,very_easy,1,True,0,0,-1
opencodeinstruct-809cbec4faf7,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-6a063bf3b7b0,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-64b66bad1955,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-02c4acef6da5,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-3e5575847745,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-604bc69ced35,unittest_function,ut_function,en,,train,0.125,0.4982738033247041,0.18963467752130214,hard,9,True,0,0,-1
opencodeinstruct-cc4245886cf1,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-5b2a49440f26,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-5536b437310b,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-90f8e632946d,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-b8dec4c4fddd,unittest_function,ut_function,en,,train,0.875,0.9185564996874971,0.21547924772949398,very_easy,1,True,0,0,-1
opencodeinstruct-3fc756c56459,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-03a684c0821d,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-b35573513966,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
kodcode-c2a0b12b3c4c,unittest_pytest,ut_pytest,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
kodcode-ad628f239b0a,unittest_pytest,ut_pytest,en,,train,0.0,0.5293250516799597,0.0,unsolved_no_signal,10,False,0,0,-1
kodcode-09d6e59a5403,unittest_pytest,ut_pytest,en,,train,0.625,0.8234968943799849,0.22786452954006908,easy,4,True,0,0,-1
kodcode-b3652fb833c3,unittest_pytest,ut_pytest,en,,train,0.0,0.1,0.0,unsolved_no_signal,10,False,0,0,-1
kodcode-bf1203e9c603,unittest_pytest,ut_pytest,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
kodcode-db46d0954125,unittest_pytest,ut_pytest,en,,train,0.875,0.9085424394156135,0.24197396082290967,very_easy,1,True,0,0,-1
kodcode-ad3fe697f13b,unittest_pytest,ut_pytest,en,,train,0.0,0.2590990257669732,0.09185586535436918,very_hard,10,True,0,0,-1
kodcode-854178b2ca79,unittest_pytest,ut_pytest,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-1a9218e855b0,unittest_function,ut_function,en,,train,0.875,0.9064736659610103,0.2474474209027219,very_easy,1,True,0,0,-1
kodcode-89c78d97b3d9,unittest_pytest,ut_pytest,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-820e80ee7a99,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
kodcode-22761369bb0d,unittest_pytest,ut_pytest,en,,train,0.0,0.602831488843767,0.0,unsolved_no_signal,10,False,0,0,-1
kodcode-906cf1a841da,unittest_pytest,ut_pytest,en,,train,0.375,0.5209259626658277,0.37535625958303565,medium,6,True,0,0,-1
kodcode-e97b199eef33,unittest_pytest,ut_pytest,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
kodcode-83ba3712ceab,unittest_pytest,ut_pytest,en,,train,0.125,0.4553488290690318,0.21256891356122926,hard,9,True,0,0,-1
kodcode-2420517d75f2,unittest_pytest,ut_pytest,en,,train,0.75,0.8891088661469096,0.19206907794247366,easy,2,True,0,0,-1
kodcode-241e03882716,unittest_pytest,ut_pytest,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
kodcode-8efdfc56556a,unittest_pytest,ut_pytest,en,,train,0.0,0.5564354645876385,0.0,unsolved_no_signal,10,False,0,0,-1
kodcode-a9c16da69f1e,unittest_pytest,ut_pytest,en,,train,0.0,0.1,0.0,unsolved_no_signal,10,False,0,0,-1
kodcode-865d4da6c176,unittest_pytest,ut_pytest,en,,train,0.5,0.6763049288810002,0.3490453107369662,easy,5,True,0,0,-1
kodcode-b143b83cf5dd,unittest_pytest,ut_pytest,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
kodcode-2a3ef6b0f85f,unittest_pytest,ut_pytest,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
kodcode-c5d2f779d095,unittest_pytest,ut_pytest,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
kodcode-7a4ef91c47e0,unittest_pytest,ut_pytest,en,,train,0.75,0.775,0.3897114317029974,easy,2,True,0,0,-1
kodcode-c00483999fa0,unittest_pytest,ut_pytest,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
ko-native-1b3c453397c8,unittest_function,ut_function,ko,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
ko-native-e1029964e1d2,unittest_function,ut_function,ko,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
ko-native-e5f16548bf72,unittest_function,ut_function,ko,,train,0.25,0.4379936126950895,0.33155238567078427,medium,8,True,0,0,-1
rstar-11df6af9cdd8,unittest_stdio,ut_stdio,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
rstar-d7bcddeabfa0,unittest_stdio,ut_stdio,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
rstar-affdb3e93219,unittest_stdio,ut_stdio,en,,train,0.0,0.1985900603509299,0.0,unsolved_no_signal,10,False,0,0,-1
rstar-65337372bb0d,unittest_stdio,ut_stdio,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
rstar-ec2ab0c12821,unittest_stdio,ut_stdio,en,,train,0.0,0.10773502691896257,0.10773502691896257,very_hard,10,True,0,0,-1
rstar-6f841351706b,unittest_stdio,ut_stdio,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
