instance_id,repo_or_image,data_source,n_f2p,n_p2p,p_hat,difficulty_band,subset,has_gold_patch,has_buggy_files,prompt_len_chars,harness_kind,language
mahmoud__boltons.3bfcfdd0.func_pm_op_change__4hnmekso,swesmith/mahmoud__boltons.3bfcfdd0,t15_repo_patch,1,411,0.6,learnable,core,True,True,109795,swe_smith,en
luozhouyang__python-string-similarity.115acaac.func_basic__0w9pdflo,swesmith/luozhouyang__python-string-similarity.115acaac,t15_repo_patch,5,13,0.6,learnable,core,True,True,79685,swe_smith,en
pudo__dataset.5c2dc8d3.func_basic__gfn1ybos,swesmith/pudo__dataset.5c2dc8d3,t15_repo_patch,2,57,0.75,learnable,core,True,True,80163,swe_smith,ko
pudo__dataset.5c2dc8d3.func_basic__9n4wdmp6,swesmith/pudo__dataset.5c2dc8d3,t15_repo_patch,1,58,0.75,learnable,core,True,True,80406,swe_smith,en
mahmoud__boltons.3bfcfdd0.func_pm_ctrl_invert_if__48b5m32l,swesmith/mahmoud__boltons.3bfcfdd0,t15_repo_patch,1,411,0.75,learnable,core,True,True,238438,swe_smith,ko
cantools__cantools.0c6a7871.combine_file__0c0d76py,swesmith/cantools__cantools.0c6a7871,t15_repo_patch,39,333,0.6,learnable,core,True,True,233881,swe_smith,ko
cknd__stackprinter.219fcc52.func_basic__20c017fq,swesmith/cknd__stackprinter.219fcc52,t15_repo_patch,3,4,0.4,learnable,core,True,True,91748,swe_smith,en
agronholm__typeguard.b6a7e438.combine_file__e4rqzfcc,swesmith/agronholm__typeguard.b6a7e438,t15_repo_patch,17,439,0.6,learnable,core,True,True,122722,swe_smith,ko
Cog-Creators__Red-DiscordBot.33e0eac7.combine_file__onskze9t,swesmith/Cog-Creators__Red-DiscordBot.33e0eac7,t15_repo_patch,5,263,0.25,learnable,core,True,True,262331,swe_smith,en
Cog-Creators__Red-DiscordBot.33e0eac7.combine_module__jrw1tml3,swesmith/Cog-Creators__Red-DiscordBot.33e0eac7,t15_repo_patch,3,265,0.4,learnable,core,True,True,123125,swe_smith,en
bottlepy__bottle.a8dfef30.func_basic__1t9xoez4,swesmith/bottlepy__bottle.a8dfef30,t15_repo_patch,48,317,0.75,learnable,core,True,True,253115,swe_smith,ko
bottlepy__bottle.a8dfef30.func_basic__38f635ao,swesmith/bottlepy__bottle.a8dfef30,t15_repo_patch,1,364,0.75,learnable,core,True,True,250358,swe_smith,en
agronholm__typeguard.b6a7e438.combine_file__3qg8gxw1,swesmith/agronholm__typeguard.b6a7e438,t15_repo_patch,1,455,0.4,learnable,core,True,True,267787,swe_smith,en
pygments__pygments.27649ebb.combine_file__48kmjp3b,swesmith/pygments__pygments.27649ebb,t15_repo_patch,5,5055,0.6,learnable,core,True,True,110384,swe_smith,en
bottlepy__bottle.a8dfef30.func_basic__4430irv8,swesmith/bottlepy__bottle.a8dfef30,t15_repo_patch,15,350,0.75,learnable,core,True,True,252749,swe_smith,en
joke2k__faker.8b401a7d.func_pm_ctrl_invert_if__ftv5xiyd,swesmith/joke2k__faker.8b401a7d,t15_repo_patch,2,2101,0.6,learnable,core,True,True,380190,swe_smith,ko
Suor__funcy.207a7810.combine_file__a7cg73k3,swesmith/Suor__funcy.207a7810,t15_repo_patch,7,196,0.4,learnable,core,True,True,136664,swe_smith,ko
jaraco__inflect.c079a96a.func_basic__6gtfj0qx,swesmith/jaraco__inflect.c079a96a,t15_repo_patch,16,134,0.75,learnable,core,True,True,187422,swe_smith,en
pdfminer__pdfminer.six.1a8bd2f7.func_basic__1asp3uma,swesmith/pdfminer__pdfminer.six.1a8bd2f7,t15_repo_patch,36,133,0.4,learnable,core,True,True,223114,swe_smith,ko
jd__tenacity.0d40e76f.combine_module__xor0ajnm,swesmith/jd__tenacity.0d40e76f,t15_repo_patch,15,108,0.4,learnable,core,True,True,158625,swe_smith,ko
PyCQA__flake8.cf1542ce.combine_module__vcgakdqu,swesmith/PyCQA__flake8.cf1542ce,t15_repo_patch,4,415,0.4,learnable,core,True,True,253169,swe_smith,ko
pyupio__safety.7654596b.combine_file__vdij44ev,swesmith/pyupio__safety.7654596b,t15_repo_patch,3,115,0.4,learnable,core,True,True,127522,swe_smith,ko
oauthlib__oauthlib.1fd52536.combine_file__6za0pzef,swesmith/oauthlib__oauthlib.1fd52536,t15_repo_patch,4,669,0.6,learnable,core,True,True,273548,swe_smith,en
luozhouyang__python-string-similarity.115acaac.func_basic__3yir7e7s,swesmith/luozhouyang__python-string-similarity.115acaac,t15_repo_patch,3,15,0.6,learnable,core,True,True,78692,swe_smith,ko
agronholm__typeguard.b6a7e438.combine_file__nmuahjx1,swesmith/agronholm__typeguard.b6a7e438,t15_repo_patch,185,271,0.25,learnable,core,True,True,286138,swe_smith,en
Suor__funcy.207a7810.combine_file__bxevtrf7,swesmith/Suor__funcy.207a7810,t15_repo_patch,5,198,0.4,learnable,core,True,True,96446,swe_smith,en
pygments__pygments.27649ebb.combine_file__4e4gz8ub,swesmith/pygments__pygments.27649ebb,t15_repo_patch,11,5049,0.25,learnable,core,True,True,232579,swe_smith,en
agronholm__exceptiongroup.0b4f4937.combine_module__b3u244k8,swesmith/agronholm__exceptiongroup.0b4f4937,t15_repo_patch,11,78,0.4,learnable,core,True,True,110389,swe_smith,en
agronholm__typeguard.b6a7e438.combine_file__i6w51g2f,swesmith/agronholm__typeguard.b6a7e438,t15_repo_patch,56,400,0.4,learnable,core,True,True,268613,swe_smith,en
Cog-Creators__Red-DiscordBot.33e0eac7.combine_module__dddtj48s,swesmith/Cog-Creators__Red-DiscordBot.33e0eac7,t15_repo_patch,3,208,0.4,learnable,core,True,True,266194,swe_smith,en
bottlepy__bottle.a8dfef30.func_basic__1ug0dq6u,swesmith/bottlepy__bottle.a8dfef30,t15_repo_patch,3,362,0.6,learnable,core,True,True,249691,swe_smith,en
jaraco__inflect.c079a96a.func_basic__epndu1j2,swesmith/jaraco__inflect.c079a96a,t15_repo_patch,1,149,0.6,learnable,core,True,True,186987,swe_smith,en
joke2k__faker.8b401a7d.combine_file__ron1ovjc,swesmith/joke2k__faker.8b401a7d,t15_repo_patch,4,2099,0.4,learnable,core,True,True,387716,swe_smith,ko
pdfminer__pdfminer.six.1a8bd2f7.func_basic__1c5t5wgl,swesmith/pdfminer__pdfminer.six.1a8bd2f7,t15_repo_patch,76,93,0.75,learnable,core,True,True,441146,swe_smith,ko
jaraco__inflect.c079a96a.func_basic__1ohhrkta,swesmith/jaraco__inflect.c079a96a,t15_repo_patch,2,148,0.6,learnable,core,True,True,187009,swe_smith,en
Cog-Creators__Red-DiscordBot.33e0eac7.combine_module__mx6c0ndx,swesmith/Cog-Creators__Red-DiscordBot.33e0eac7,t15_repo_patch,4,264,0.4,learnable,core,True,True,120952,swe_smith,en
jd__tenacity.0d40e76f.combine_module__yjmtlc2r,swesmith/jd__tenacity.0d40e76f,t15_repo_patch,10,113,0.4,learnable,core,True,True,99137,swe_smith,en
joke2k__faker.8b401a7d.func_pm_ctrl_invert_if__bompadwm,swesmith/joke2k__faker.8b401a7d,t15_repo_patch,2,2101,0.6,learnable,core,True,True,207954,swe_smith,en
mahmoud__boltons.3bfcfdd0.func_basic__zrn1muyg,swesmith/mahmoud__boltons.3bfcfdd0,t15_repo_patch,1,411,0.6,learnable,core,True,True,227594,swe_smith,ko
oauthlib__oauthlib.1fd52536.combine_file__5wgd819s,swesmith/oauthlib__oauthlib.1fd52536,t15_repo_patch,44,629,0.4,learnable,core,True,True,264231,swe_smith,ko
pdfminer__pdfminer.six.1a8bd2f7.func_basic__18jc4n6p,swesmith/pdfminer__pdfminer.six.1a8bd2f7,t15_repo_patch,22,147,0.75,learnable,core,True,True,223597,swe_smith,en
agronholm__exceptiongroup.0b4f4937.combine_module__1ebqjjwn,swesmith/agronholm__exceptiongroup.0b4f4937,t15_repo_patch,26,63,0.75,learnable,core,True,True,110767,swe_smith,ko
cknd__stackprinter.219fcc52.func_basic__4rfrb598,swesmith/cknd__stackprinter.219fcc52,t15_repo_patch,2,5,0.4,learnable,core,True,True,91711,swe_smith,en
joke2k__faker.8b401a7d.func_pm_op_swap__tb9vvmgp,swesmith/joke2k__faker.8b401a7d,t15_repo_patch,10,2093,0.4,learnable,core,True,True,386005,swe_smith,ko
PyCQA__flake8.cf1542ce.combine_file__i7fq9n55,swesmith/PyCQA__flake8.cf1542ce,t15_repo_patch,9,410,0.6,learnable,core,True,True,119702,swe_smith,ko
cknd__stackprinter.219fcc52.combine_file__p0eqskd7,swesmith/cknd__stackprinter.219fcc52,t15_repo_patch,3,4,0.4,learnable,core,True,True,91086,swe_smith,en
Cog-Creators__Red-DiscordBot.33e0eac7.combine_file__hmldvpm2,swesmith/Cog-Creators__Red-DiscordBot.33e0eac7,t15_repo_patch,3,265,0.75,learnable,core,True,True,130945,swe_smith,en
pygments__pygments.27649ebb.combine_file__2afmnz30,swesmith/pygments__pygments.27649ebb,t15_repo_patch,15,5045,0.4,learnable,core,True,True,433823,swe_smith,en
Cog-Creators__Red-DiscordBot.33e0eac7.combine_module__0sdzfnfz,swesmith/Cog-Creators__Red-DiscordBot.33e0eac7,t15_repo_patch,6,262,0.4,learnable,core,True,True,122635,swe_smith,ko
pyupio__safety.7654596b.combine_module__3tl5c9ji,swesmith/pyupio__safety.7654596b,t15_repo_patch,1,117,0.75,learnable,core,True,True,132089,swe_smith,en
mahmoud__boltons.3bfcfdd0.combine_file__ndadca3f,swesmith/mahmoud__boltons.3bfcfdd0,t15_repo_patch,1,411,0.75,learnable,core,True,True,459050,swe_smith,en
Suor__funcy.207a7810.combine_file__l2ltr2rm,swesmith/Suor__funcy.207a7810,t15_repo_patch,1,202,0.4,learnable,core,True,True,103503,swe_smith,en
cknd__stackprinter.219fcc52.combine_file__7gqfh6ju,swesmith/cknd__stackprinter.219fcc52,t15_repo_patch,4,3,0.25,learnable,core,True,True,92507,swe_smith,en
mahmoud__boltons.3bfcfdd0.combine_file__aoaokdmx,swesmith/mahmoud__boltons.3bfcfdd0,t15_repo_patch,3,409,0.4,learnable,core,True,True,113609,swe_smith,en
jd__tenacity.0d40e76f.combine_file__zg0hlvr9,swesmith/jd__tenacity.0d40e76f,t15_repo_patch,9,114,0.6,learnable,core,True,True,159401,swe_smith,en
oauthlib__oauthlib.1fd52536.combine_file__3vj3353w,swesmith/oauthlib__oauthlib.1fd52536,t15_repo_patch,14,659,0.6,learnable,core,True,True,525629,swe_smith,en
agronholm__exceptiongroup.0b4f4937.combine_module__0oguvz02,swesmith/agronholm__exceptiongroup.0b4f4937,t15_repo_patch,36,53,0.4,learnable,core,True,True,110175,swe_smith,ko
Suor__funcy.207a7810.combine_file__pljdqiv1,swesmith/Suor__funcy.207a7810,t15_repo_patch,6,197,0.4,learnable,core,True,True,136486,swe_smith,ko
pygments__pygments.27649ebb.combine_file__3rx6fau2,swesmith/pygments__pygments.27649ebb,t15_repo_patch,29,5031,0.4,learnable,core,True,True,119663,swe_smith,en
oauthlib__oauthlib.1fd52536.combine_file__1gnd4ecz,swesmith/oauthlib__oauthlib.1fd52536,t15_repo_patch,4,669,0.4,learnable,core,True,True,536125,swe_smith,en
mahmoud__boltons.3bfcfdd0.func_pm_remove_assign__vqbi52f0,swesmith/mahmoud__boltons.3bfcfdd0,t15_repo_patch,1,411,0.6,learnable,core,True,True,104449,swe_smith,ko
jaraco__inflect.c079a96a.func_basic__8n3tlyhx,swesmith/jaraco__inflect.c079a96a,t15_repo_patch,2,148,0.6,learnable,core,True,True,186705,swe_smith,en
agronholm__typeguard.b6a7e438.combine_file__bvbn0gpe,swesmith/agronholm__typeguard.b6a7e438,t15_repo_patch,130,234,0.4,learnable,core,True,True,134271,swe_smith,ko
pyupio__safety.7654596b.combine_module__aflewge1,swesmith/pyupio__safety.7654596b,t15_repo_patch,1,117,0.25,learnable,core,True,True,131172,swe_smith,en
oauthlib__oauthlib.1fd52536.combine_file__5jtc65v3,swesmith/oauthlib__oauthlib.1fd52536,t15_repo_patch,6,667,0.6,learnable,core,True,True,275087,swe_smith,en
pygments__pygments.27649ebb.combine_file__1q1tvw5n,swesmith/pygments__pygments.27649ebb,t15_repo_patch,7,5053,0.4,learnable,core,True,True,235331,swe_smith,en
oauthlib__oauthlib.1fd52536.combine_file__2qdb36cq,swesmith/oauthlib__oauthlib.1fd52536,t15_repo_patch,42,631,0.6,learnable,core,True,True,262002,swe_smith,en
jd__tenacity.0d40e76f.func_basic__0stgqokp,swesmith/jd__tenacity.0d40e76f,t15_repo_patch,2,121,0.6,learnable,core,True,True,158709,swe_smith,ko
bottlepy__bottle.a8dfef30.func_basic__4e614lv8,swesmith/bottlepy__bottle.a8dfef30,t15_repo_patch,4,361,0.4,learnable,core,True,True,249299,swe_smith,ko
cantools__cantools.0c6a7871.combine_file__2fy4ikk6,swesmith/cantools__cantools.0c6a7871,t15_repo_patch,7,365,0.6,learnable,core,True,True,233808,swe_smith,ko
pygments__pygments.27649ebb.combine_file__3cy6f464,swesmith/pygments__pygments.27649ebb,t15_repo_patch,9,5051,0.6,learnable,core,True,True,230483,swe_smith,en
pdfminer__pdfminer.six.1a8bd2f7.combine_file__ie71twzc,swesmith/pdfminer__pdfminer.six.1a8bd2f7,t15_repo_patch,1,168,0.25,learnable,core,True,True,383050,swe_smith,en
Cog-Creators__Red-DiscordBot.33e0eac7.combine_module__aeqcqkfa,swesmith/Cog-Creators__Red-DiscordBot.33e0eac7,t15_repo_patch,4,264,0.4,learnable,core,True,True,122095,swe_smith,en
Knio__dominate.9082227e.func_pm_ctrl_shuffle__kfrdb3er,swesmith/Knio__dominate.9082227e,t15_repo_patch,7,58,0.6,learnable,core,True,True,91632,swe_smith,en
oauthlib__oauthlib.1fd52536.combine_file__7nloo8og,swesmith/oauthlib__oauthlib.1fd52536,t15_repo_patch,1,672,0.75,learnable,core,True,True,128486,swe_smith,en
cknd__stackprinter.219fcc52.combine_file__twbd555w,swesmith/cknd__stackprinter.219fcc52,t15_repo_patch,2,5,0.4,learnable,core,True,True,91199,swe_smith,ko
mahmoud__boltons.3bfcfdd0.func_pm_remove_assign__sicey4qf,swesmith/mahmoud__boltons.3bfcfdd0,t15_repo_patch,2,410,0.6,learnable,core,True,True,233639,swe_smith,en
jd__tenacity.0d40e76f.combine_file__dcboug1i,swesmith/jd__tenacity.0d40e76f,t15_repo_patch,4,119,0.75,learnable,core,True,True,159285,swe_smith,en
mahmoud__boltons.3bfcfdd0.combine_file__hfr8b06x,swesmith/mahmoud__boltons.3bfcfdd0,t15_repo_patch,3,409,0.4,learnable,core,True,True,233063,swe_smith,ko
luozhouyang__python-string-similarity.115acaac.func_pm_class_rm_funcs__hv4o2all,swesmith/luozhouyang__python-string-similarity.115acaac,t15_repo_patch,1,17,0.25,learnable,core,True,True,75400,swe_smith,ko
PyCQA__flake8.cf1542ce.func_basic__t9pbpqjy,swesmith/PyCQA__flake8.cf1542ce,t15_repo_patch,1,418,0.75,learnable,core,True,True,323282,swe_smith,en
agronholm__typeguard.b6a7e438.combine_module__0y5c1grn,swesmith/agronholm__typeguard.b6a7e438,t15_repo_patch,57,353,0.25,learnable,core,True,True,250769,swe_smith,en
mahmoud__boltons.3bfcfdd0.combine_file__l8k1vlai,swesmith/mahmoud__boltons.3bfcfdd0,t15_repo_patch,3,409,0.6,learnable,core,True,True,109084,swe_smith,ko
mahmoud__boltons.3bfcfdd0.combine_file__t1ybp4kc,swesmith/mahmoud__boltons.3bfcfdd0,t15_repo_patch,2,410,0.6,learnable,core,True,True,468727,swe_smith,ko
Suor__funcy.207a7810.combine_file__pecpiuuj,swesmith/Suor__funcy.207a7810,t15_repo_patch,17,186,0.25,learnable,core,True,True,136907,swe_smith,en
pdfminer__pdfminer.six.1a8bd2f7.combine_file__u0ldx57c,swesmith/pdfminer__pdfminer.six.1a8bd2f7,t15_repo_patch,77,92,0.75,learnable,core,True,True,436657,swe_smith,en
cknd__stackprinter.219fcc52.combine_file__z59bwuqg,swesmith/cknd__stackprinter.219fcc52,t15_repo_patch,2,5,0.25,learnable,core,True,True,91028,swe_smith,ko
pygments__pygments.27649ebb.combine_file__1q25m8uu,swesmith/pygments__pygments.27649ebb,t15_repo_patch,2732,2328,0.25,learnable,core,True,True,458702,swe_smith,en
pdfminer__pdfminer.six.1a8bd2f7.combine_file__f7px3uhn,swesmith/pdfminer__pdfminer.six.1a8bd2f7,t15_repo_patch,5,164,0.25,learnable,core,True,True,357613,swe_smith,en
pdfminer__pdfminer.six.1a8bd2f7.func_basic__0cphw74b,swesmith/pdfminer__pdfminer.six.1a8bd2f7,t15_repo_patch,4,165,0.6,learnable,core,True,True,446237,swe_smith,ko
luozhouyang__python-string-similarity.115acaac.combine_file__73r4bo5w,swesmith/luozhouyang__python-string-similarity.115acaac,t15_repo_patch,1,17,0.25,learnable,core,True,True,78470,swe_smith,en
Suor__funcy.207a7810.combine_file__186umsl2,swesmith/Suor__funcy.207a7810,t15_repo_patch,7,196,0.4,learnable,core,True,True,95243,swe_smith,en
pyupio__safety.7654596b.combine_module__0qhztgwh,swesmith/pyupio__safety.7654596b,t15_repo_patch,1,117,0.25,learnable,core,True,True,550478,swe_smith,en
bottlepy__bottle.a8dfef30.func_basic__5txqgk4e,swesmith/bottlepy__bottle.a8dfef30,t15_repo_patch,1,364,0.75,learnable,core,True,True,249852,swe_smith,ko
joke2k__faker.8b401a7d.combine_module__dygzltri,swesmith/joke2k__faker.8b401a7d,t15_repo_patch,6,2097,0.6,learnable,core,True,True,279945,swe_smith,en
pdfminer__pdfminer.six.1a8bd2f7.combine_file__pcl6bxf8,swesmith/pdfminer__pdfminer.six.1a8bd2f7,t15_repo_patch,4,165,0.25,learnable,core,True,True,197796,swe_smith,en
Suor__funcy.207a7810.combine_file__81deq3s8,swesmith/Suor__funcy.207a7810,t15_repo_patch,5,198,0.6,learnable,core,True,True,136933,swe_smith,ko
cknd__stackprinter.219fcc52.combine_file__jydt6akr,swesmith/cknd__stackprinter.219fcc52,t15_repo_patch,3,4,0.25,learnable,core,True,True,92877,swe_smith,en
Knio__dominate.9082227e.func_basic__q1ssmtmi,swesmith/Knio__dominate.9082227e,t15_repo_patch,1,64,0.6,learnable,core,True,True,91104,swe_smith,en
pygments__pygments.27649ebb.combine_file__5f4ju70v,swesmith/pygments__pygments.27649ebb,t15_repo_patch,20,5040,0.4,learnable,core,True,True,461148,swe_smith,en
luozhouyang__python-string-similarity.115acaac.func_basic__zibjyago,swesmith/luozhouyang__python-string-similarity.115acaac,t15_repo_patch,1,17,0.75,learnable,core,True,True,78959,swe_smith,en
jaraco__inflect.c079a96a.func_basic__3aqb71hm,swesmith/jaraco__inflect.c079a96a,t15_repo_patch,4,146,0.6,learnable,core,True,True,186802,swe_smith,ko
pdfminer__pdfminer.six.1a8bd2f7.combine_file__06wx35ad,swesmith/pdfminer__pdfminer.six.1a8bd2f7,t15_repo_patch,11,158,0.4,learnable,core,True,True,418458,swe_smith,en
agronholm__exceptiongroup.0b4f4937.combine_file__leti1lvr,swesmith/agronholm__exceptiongroup.0b4f4937,t15_repo_patch,28,61,0.25,learnable,core,True,True,110548,swe_smith,en
mahmoud__boltons.3bfcfdd0.combine_file__zrhbqatu,swesmith/mahmoud__boltons.3bfcfdd0,t15_repo_patch,3,409,0.4,learnable,core,True,True,111321,swe_smith,en
pyupio__safety.7654596b.combine_file__yt8lbspp,swesmith/pyupio__safety.7654596b,t15_repo_patch,6,112,0.4,learnable,core,True,True,123476,swe_smith,en
joke2k__faker.8b401a7d.combine_module__azbf5rj6,swesmith/joke2k__faker.8b401a7d,t15_repo_patch,5,2098,0.6,learnable,core,True,True,270495,swe_smith,ko
Cog-Creators__Red-DiscordBot.33e0eac7.combine_file__mgef0764,swesmith/Cog-Creators__Red-DiscordBot.33e0eac7,t15_repo_patch,1,267,0.4,learnable,core,True,True,134963,swe_smith,en
Knio__dominate.9082227e.func_basic__gxms0jjf,swesmith/Knio__dominate.9082227e,t15_repo_patch,7,58,0.6,learnable,core,True,True,91076,swe_smith,ko
pdfminer__pdfminer.six.1a8bd2f7.func_basic__0rbqlz88,swesmith/pdfminer__pdfminer.six.1a8bd2f7,t15_repo_patch,7,162,0.75,learnable,core,True,True,221180,swe_smith,ko
Knio__dominate.9082227e.pr_184,swesmith/Knio__dominate.9082227e,t15_repo_patch,1,64,0.75,learnable,core,True,True,91707,swe_smith,en
Suor__funcy.207a7810.combine_file__5kzv0kej,swesmith/Suor__funcy.207a7810,t15_repo_patch,15,188,0.6,learnable,core,True,True,136457,swe_smith,ko
cantools__cantools.0c6a7871.combine_file__2uo4gs8y,swesmith/cantools__cantools.0c6a7871,t15_repo_patch,13,359,0.4,learnable,core,True,True,483413,swe_smith,en
jaraco__inflect.c079a96a.func_basic__5zij2jtw,swesmith/jaraco__inflect.c079a96a,t15_repo_patch,2,148,0.75,learnable,core,True,True,186850,swe_smith,ko
Cog-Creators__Red-DiscordBot.33e0eac7.combine_file__1tzqbvbn,swesmith/Cog-Creators__Red-DiscordBot.33e0eac7,t15_repo_patch,2,266,0.6,learnable,core,True,True,134674,swe_smith,en
pudo__dataset.5c2dc8d3.func_basic__u6ujevkp,swesmith/pudo__dataset.5c2dc8d3,t15_repo_patch,2,57,0.75,learnable,core,True,True,80388,swe_smith,en
Knio__dominate.9082227e.func_pm_remove_cond__inf10y4j,swesmith/Knio__dominate.9082227e,t15_repo_patch,1,64,0.6,learnable,core,True,True,91485,swe_smith,en
luozhouyang__python-string-similarity.115acaac.func_pm_ctrl_shuffle__jhaaq9av,swesmith/luozhouyang__python-string-similarity.115acaac,t15_repo_patch,1,17,0.75,learnable,core,True,True,78253,swe_smith,ko
bottlepy__bottle.a8dfef30.combine_file__x70r972s,swesmith/bottlepy__bottle.a8dfef30,t15_repo_patch,11,354,0.6,learnable,core,True,True,249996,swe_smith,ko
mahmoud__boltons.3bfcfdd0.func_pm_remove_assign__4snu6l0s,swesmith/mahmoud__boltons.3bfcfdd0,t15_repo_patch,1,411,0.75,learnable,core,True,True,467668,swe_smith,en
oauthlib__oauthlib.1fd52536.combine_file__8fle46xq,swesmith/oauthlib__oauthlib.1fd52536,t15_repo_patch,68,605,0.4,learnable,core,True,True,120264,swe_smith,en
pdfminer__pdfminer.six.1a8bd2f7.func_basic__0fvtijhk,swesmith/pdfminer__pdfminer.six.1a8bd2f7,t15_repo_patch,2,167,0.75,learnable,core,True,True,106080,swe_smith,en
bottlepy__bottle.a8dfef30.func_basic__0mdlomrj,swesmith/bottlepy__bottle.a8dfef30,t15_repo_patch,2,363,0.6,learnable,core,True,True,247956,swe_smith,ko
PyCQA__flake8.cf1542ce.func_basic__u72oyl7u,swesmith/PyCQA__flake8.cf1542ce,t15_repo_patch,4,415,0.6,learnable,core,True,True,115423,swe_smith,ko
jd__tenacity.0d40e76f.combine_file__7w229mgr,swesmith/jd__tenacity.0d40e76f,t15_repo_patch,19,104,0.6,learnable,core,True,True,120227,swe_smith,en
agronholm__exceptiongroup.0b4f4937.combine_module__1bpeot65,swesmith/agronholm__exceptiongroup.0b4f4937,t15_repo_patch,23,66,0.4,learnable,core,True,True,110228,swe_smith,ko
PyCQA__flake8.cf1542ce.func_basic__swv5simh,swesmith/PyCQA__flake8.cf1542ce,t15_repo_patch,9,410,0.75,learnable,core,True,True,248459,swe_smith,en
cantools__cantools.0c6a7871.combine_file__2x9fa1qb,swesmith/cantools__cantools.0c6a7871,t15_repo_patch,7,365,0.4,learnable,core,True,True,233071,swe_smith,en
jd__tenacity.0d40e76f.combine_file__c4q32ads,swesmith/jd__tenacity.0d40e76f,t15_repo_patch,14,109,0.4,learnable,core,True,True,159434,swe_smith,en
PyCQA__flake8.cf1542ce.combine_file__2fd9ywo2,swesmith/PyCQA__flake8.cf1542ce,t15_repo_patch,2,417,0.75,learnable,core,True,True,248542,swe_smith,ko
PyCQA__flake8.cf1542ce.func_basic__tf9qkbi7,swesmith/PyCQA__flake8.cf1542ce,t15_repo_patch,5,414,0.6,learnable,core,True,True,245974,swe_smith,en
mahmoud__boltons.3bfcfdd0.combine_file__wo79dyhv,swesmith/mahmoud__boltons.3bfcfdd0,t15_repo_patch,5,407,0.4,learnable,core,True,True,237020,swe_smith,en
luozhouyang__python-string-similarity.115acaac.func_basic__rklyp79p,swesmith/luozhouyang__python-string-similarity.115acaac,t15_repo_patch,1,17,0.4,learnable,core,True,True,78333,swe_smith,en
PyCQA__flake8.cf1542ce.combine_module__ecn1ws50,swesmith/PyCQA__flake8.cf1542ce,t15_repo_patch,3,416,0.6,learnable,core,True,True,323249,swe_smith,en
Knio__dominate.9082227e.func_basic__1f8gjsod,swesmith/Knio__dominate.9082227e,t15_repo_patch,4,61,0.6,learnable,core,True,True,91347,swe_smith,en
pudo__dataset.5c2dc8d3.combine_file__vzgs8c9t,swesmith/pudo__dataset.5c2dc8d3,t15_repo_patch,29,29,0.4,learnable,core,True,True,79485,swe_smith,ko
bottlepy__bottle.a8dfef30.func_basic__4maob8rt,swesmith/bottlepy__bottle.a8dfef30,t15_repo_patch,1,364,0.75,learnable,core,True,True,361280,swe_smith,en
pudo__dataset.5c2dc8d3.lm_rewrite__3su3yv0o,swesmith/pudo__dataset.5c2dc8d3,t15_repo_patch,2,57,0.4,learnable,core,True,True,80389,swe_smith,ko
agronholm__typeguard.b6a7e438.combine_module__32keaobz,swesmith/agronholm__typeguard.b6a7e438,t15_repo_patch,7,357,0.4,learnable,core,True,True,239139,swe_smith,en
agronholm__exceptiongroup.0b4f4937.combine_module__ps4pitxu,swesmith/agronholm__exceptiongroup.0b4f4937,t15_repo_patch,42,47,0.4,learnable,core,True,True,110625,swe_smith,en
agronholm__exceptiongroup.0b4f4937.combine_module__qnop2u5m,swesmith/agronholm__exceptiongroup.0b4f4937,t15_repo_patch,39,50,0.25,learnable,core,True,True,109908,swe_smith,en
jaraco__inflect.c079a96a.func_basic__d3nukty0,swesmith/jaraco__inflect.c079a96a,t15_repo_patch,13,137,0.6,learnable,core,True,True,187342,swe_smith,en
pygments__pygments.27649ebb.combine_file__1qkwjzu6,swesmith/pygments__pygments.27649ebb,t15_repo_patch,16,5044,0.25,learnable,core,True,True,104264,swe_smith,ko
pygments__pygments.27649ebb.combine_file__4fceqqst,swesmith/pygments__pygments.27649ebb,t15_repo_patch,6,5054,0.25,learnable,core,True,True,486115,swe_smith,en
pudo__dataset.5c2dc8d3.func_pm_ctrl_shuffle__pwbngxdd,swesmith/pudo__dataset.5c2dc8d3,t15_repo_patch,2,57,0.6,learnable,core,True,True,79812,swe_smith,ko
luozhouyang__python-string-similarity.115acaac.func_pm_class_rm_funcs__fdibz29l,swesmith/luozhouyang__python-string-similarity.115acaac,t15_repo_patch,1,17,0.75,learnable,core,True,True,78451,swe_smith,en
agronholm__typeguard.b6a7e438.combine_file__zu1iqhvy,swesmith/agronholm__typeguard.b6a7e438,t15_repo_patch,7,403,0.4,learnable,core,True,True,122426,swe_smith,en
joke2k__faker.8b401a7d.combine_module__73ycrnyf,swesmith/joke2k__faker.8b401a7d,t15_repo_patch,10,2093,0.4,learnable,core,True,True,204116,swe_smith,ko
Suor__funcy.207a7810.combine_file__9xbr3kzj,swesmith/Suor__funcy.207a7810,t15_repo_patch,9,194,0.6,learnable,core,True,True,136565,swe_smith,ko
PyCQA__flake8.cf1542ce.func_basic__3ojrsgwx,swesmith/PyCQA__flake8.cf1542ce,t15_repo_patch,2,417,0.75,learnable,core,True,True,323256,swe_smith,en
bottlepy__bottle.a8dfef30.func_basic__31f1bsc4,swesmith/bottlepy__bottle.a8dfef30,t15_repo_patch,3,362,0.6,learnable,core,True,True,361481,swe_smith,ko
Suor__funcy.207a7810.combine_file__k1l4autn,swesmith/Suor__funcy.207a7810,t15_repo_patch,2,201,0.4,learnable,core,True,True,137327,swe_smith,en
